,Individual,Species,Population,Loc,Site,Depth,PC1,PC2,PC3,PC4,PC5,PC6
KP0968_HU_WP05,KP0968_HU_WP05,AH,HU_WP05,WP,WP05,5,0.324599144481447,8.37197093620338,-0.0628174357400824,1.1409925435222,0.0945725971144878,-0.0600143007802319
KP0970_HU_WP05,KP0970_HU_WP05,AH,HU_WP05,WP,WP05,5,0.152652517879032,7.74598160184369,-0.0251877190556818,0.736975477748125,-0.109846634585621,-0.105169909843881
KP0971_HU_WP05,KP0971_HU_WP05,AH,HU_WP05,WP,WP05,5,0.300416061555926,8.12184801349619,-0.0511436599806033,-0.0300546245606736,-0.106612591593491,0.0656700496523976
KP0972_HU_WP05,KP0972_HU_WP05,AH,HU_WP05,WP,WP05,5,0.370675719662746,6.68385980294422,-0.0738787020407817,-2.42640399980894,-0.179585821892382,0.0346066348974334
KP0973_HU_WP05,KP0973_HU_WP05,AH,HU_WP05,WP,WP05,5,0.161997920614541,7.62658509500687,0.0266648097175752,-2.73016723645451,-0.129284186957566,0.0279380841851228
KP0974_AC_WP05,KP0974_AC_WP05,AA,AC_WP05,WP,WP05,5,3.36764964219344,-2.43694444578227,-0.386625365816533,0.030124746544307,0.0390210375532233,-0.897198775329957
KP0977_AC_WP05,KP0977_AC_WP05,AA,AC_WP05,WP,WP05,5,3.39862938810479,-2.50237251050419,-0.638517908473306,0.00523871228814424,-0.0217112339397492,-0.476606802324641
KP0978_AC_WP05,KP0978_AC_WP05,AA,AC_WP05,WP,WP05,5,3.4480703899132,-2.3782902616506,-0.0514212769008227,-0.00570478778948656,0.025425641689827,-0.574129145715191
KP0979_HU_WP05,KP0979_HU_WP05,AH,HU_WP05,WP,WP05,5,0.175080588030707,7.76120272926163,0.0533981919845449,-2.29991987153083,-0.0196765821576683,-0.0263114841543379
KP0980_HU_WP05,KP0980_HU_WP05,AH,HU_WP05,WP,WP05,5,0.195914385935734,7.95384541376328,-0.0257205474794009,-2.57400682936798,-0.0538007525405631,-0.0744623677360712
KP0981_AC_WP05,KP0981_AC_WP05,AA,AC_WP05,WP,WP05,5,2.9558082562837,-2.09553250541025,-0.508020628261671,-0.0242498932297493,-0.0793475012754444,-0.299120887071999
KP0982_AC_WP05,KP0982_AC_WP05,AA,AC_WP05,WP,WP05,5,2.49638937122715,-1.93068218859486,-0.434188518414333,-0.0462085293702888,-0.00990360545262367,0.153866847638257
KP0984_HU_WP05,KP0984_HU_WP05,AH,HU_WP05,WP,WP05,5,0.332776084977891,7.79880093172495,0.0665263077438335,-0.763867512686503,0.0718632866086251,-0.0365411806124876
KP0985_AC_WP05,KP0985_AC_WP05,AA,AC_WP05,WP,WP05,5,0.302519868177143,7.73502297316538,0.119735974307731,-2.88734731072359,-0.0857459908423637,-0.0948752497163083
KP0986_HU_WP05,KP0986_HU_WP05,AH,HU_WP05,WP,WP05,5,0.179936488708311,7.58408974786222,0.117966549022504,-2.49313756509143,-0.160884396260142,-0.0481742010603078
KP0987_HU_WP05,KP0987_HU_WP05,AH,HU_WP05,WP,WP05,5,0.302665470085528,7.25518645547857,0.150615685200637,-2.46795616629467,-0.109071522333906,0.00662051562919048
KP0989_HU_WP05,KP0989_HU_WP05,AH,HU_WP05,WP,WP05,5,0.146959281787915,7.60959897694442,0.143681370474057,-2.9249875379344,-0.0888457372804804,-0.0641180158784173
KP0992_AC_CA10,KP0992_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.42131030940824,-2.34563438338867,-0.463905417592944,-0.0172372483244836,0.0325100885067332,-0.0115816220931981
KP0993_AC_CA10,KP0993_AC_CA10,AA,AC_CA10,CA,CA10,10-12,2.83927132574319,-2.13635737205487,-0.103565532709462,0.0231179646535586,0.0792605900005389,0.444863645565275
KP0999_AC_CA10,KP0999_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.48071643628862,-2.48105676597503,-0.720995581282888,-0.0176878985853969,0.0419379563108996,0.481447327875738
KP1002_AC_WP10,KP1002_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.45516003119416,-2.37945443055437,-0.519757105748161,-0.0269640010275795,0.0256572905755267,0.642895415552693
KP1005_HU_CA10,KP1005_HU_CA10,AH,HU_CA10,CA,CA10,10-12,0.273532769392158,8.60172189654128,-0.103547888953105,1.53010379757103,0.0550305886725569,-0.017239434462345
KP1009_AC_CA10,KP1009_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.33255804672551,-2.39502939833501,-0.400540214552426,-0.00606977775608298,-0.00290138533667769,0.542966296763696
KP1011_AC_CA10,KP1011_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.46085401646748,-2.5395801363378,-0.134360276372823,0.0273117930629052,-0.0148045227674638,0.771193917815285
KP1012_AC_CA10,KP1012_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.50359091578624,-2.46911749998877,-0.641420745756044,-0.0290113509518904,0.0377253356020726,0.369602429941897
KP1015_AC_CA10,KP1015_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.56005923734946,-2.5332827065641,-0.559648950808478,0.0195451192680056,0.0168863576428852,0.827337295933449
KP1019_AC_CA10,KP1019_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.13661762434261,-2.33741930651719,-0.913446678262869,0.0892992542210611,0.0407232787494439,0.986317252897086
KP1021_AC_CA10,KP1021_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.13791832691314,-2.27493057232082,-0.350084260682599,-0.0462077272497494,0.011012056678393,0.825158389914598
KP1022_AC_CA10,KP1022_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.3530841715929,-2.38544337253267,-0.550623383831579,-0.0195232186505148,0.0551936700811397,0.872974895913532
KP1028_AC_CA10,KP1028_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.49428368896073,-2.48719963366655,-0.357791770239368,-0.00424956352944747,-0.0532563544580126,0.377221260873827
KP1029_AC_CA10,KP1029_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.52970349239873,-2.51264795115464,-0.187150036931762,0.0150936343829272,-0.0281632407286464,0.325135393951792
KP1030_AC_CA10,KP1030_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.36680639466801,-2.33415025153002,-0.756154978647767,-0.0289604877541323,-0.0194255713905489,0.265319836105805
KP1032_AC_CA10,KP1032_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.35727556295003,-2.31429230352497,-0.517541903183271,-0.0258903823098244,0.0275893611602872,0.604377222427693
KP1033_HU_CA10,KP1033_HU_CA10,AH,HU_CA10,CA,CA10,10-12,0.232703860036599,8.39782130326232,-0.116396241097343,1.25434140422497,-0.0116384846202101,-0.0967864946046059
KP1036_UN_CA10,KP1036_UN_CA10,AH,UN_CA10,CA,CA10,10-12,0.400427786443418,8.56939056453847,-0.209848149368879,1.78630262522374,0.0474077582942283,-0.0401706088871194
KP1037_HU_CA10,KP1037_HU_CA10,AH,HU_CA10,CA,CA10,10-12,0.274872283393202,8.33054162040788,-0.0202970662615873,0.357186044605493,0.0584297109743879,0.00126910411297076
KP1039_HU_CA10,KP1039_HU_CA10,AH,HU_CA10,CA,CA10,10-12,0.333608767279495,8.61793914345876,-0.114664102134857,1.65744684377785,0.0512630389928415,-0.0311697651041849
KP1041_HU_CA10,KP1041_HU_CA10,AH,HU_CA10,CA,CA10,10-12,0.326310090410385,8.23598286211841,-0.0345449755717809,0.114645268569917,-0.0557333513947988,0.0061276630113233
KP1043_LM_CA10,KP1043_LM_CA10,AL,LM_CA10,CA,CA10,10-12,-10.5576647062203,-1.9473389664117,0.0874280594003851,0.0768911374368419,1.95944055332957,0.00267281516351165
KP1045_AC_CA10,KP1045_AC_CA10,AA,AC_CA10,CA,CA10,10-12,2.68725537036478,-1.68183057719131,3.58037004586484,0.14128507446849,-0.00651448092799062,0.331651914952019
KP1046_AC_CA10,KP1046_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.4616119388597,-2.45215481482059,-0.366826230237027,0.0234685261606488,-0.0422349089141218,-0.122679220069192
KP1047_AC_CA10,KP1047_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.15400269587801,-2.19593218558819,-0.162744566670501,0.0101705619259999,0.0671614756675897,0.244665208788029
KP1052_AC_CA10,KP1052_AC_CA10,AA,AC_CA10,CA,CA10,10-12,3.01874354717064,-2.22209509048936,-0.421902546732009,-0.0446068073157031,0.00481348575051231,0.836159577445134
KP1053_AC_CA10,KP1053_AC_CA10,AA,AC_CA10,CA,CA10,10-12,2.62507605831022,-2.12401190814477,-0.317897667642465,-0.0226259646992093,0.0120312477548491,0.2935172618674
KP1061_LM_CA20,KP1061_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.3912810427945,-2.09432049596865,-0.0104264849336398,0.19281507913648,-1.58191592484251,-0.00711666903611709
KP1062_AC_CA20,KP1062_AC_CA20,AA,AC_CA20,CA,CA20,20,3.45191425713259,-2.44006821557437,-0.401518904843234,-0.00162353667769255,0.0402515996469909,-0.122740072983432
KP1064_LM_CA20,KP1064_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.1860060222754,-1.92161731187023,0.0565704548154597,-0.0380246198323379,2.90345791825017,-0.0571675736711809
KP1065_LM_CA20,KP1065_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.0677258266699,-1.97102066075437,0.0789000045191717,-0.0579935864172705,2.65558675231455,-0.0432535311993095
KP1066_AC_CA20,KP1066_AC_CA20,AA,AC_CA20,CA,CA20,20,2.24672718166437,-1.9691220847651,-0.738456754288272,-0.0278366756605137,0.0539635010386639,0.272838394311225
KP1067_AC_CA20,KP1067_AC_CA20,AA,AC_CA20,CA,CA20,20,3.12397285313715,-2.20771663206088,-0.349789624252499,-0.0254904154037922,0.128611471464601,0.650557212804808
KP1069_AC_CA20,KP1069_AC_CA20,AA,AC_CA20,CA,CA20,20,3.40663796199542,-2.38577822999999,-0.404830534209328,-0.0188494559684088,-0.0302690118237668,0.167064366957316
KP1070_AC_CA20,KP1070_AC_CA20,AA,AC_CA20,CA,CA20,20,3.25660837892902,-2.26785873925568,-0.260395559461189,-0.0085989538761088,0.0130257340069618,0.879510282781025
KP1074_AC_CA20,KP1074_AC_CA20,AA,AC_CA20,CA,CA20,20,0.278085380043327,8.19961740449199,-0.05872324930139,1.71950083846098,0.00798557083027534,-0.0537969967666079
KP1076_AC_CA20,KP1076_AC_CA20,AA,AC_CA20,CA,CA20,20,3.07846125283523,-2.20665145166096,-0.394637241518867,0.0223939675127811,0.0792981236824686,0.341497004393311
KP1077_AC_CA20,KP1077_AC_CA20,AA,AC_CA20,CA,CA20,20,3.52067383007837,-2.54991492694085,-0.247344467956202,0.0293533864441513,0.0164323479336437,0.403627091322981
KP1081_AC_CA20,KP1081_AC_CA20,AA,AC_CA20,CA,CA20,20,3.41452479664351,-2.34717775234554,-0.214575889398733,-0.0104128911162802,0.0687707168665984,0.386113517690217
KP1084_AC_CA20,KP1084_AC_CA20,AA,AC_CA20,CA,CA20,20,0.315244095795754,8.38691731925304,-0.229339905589926,1.1299918014187,0.116312061579309,0.0676484980554641
KP1088_AC_CA20,KP1088_AC_CA20,AA,AC_CA20,CA,CA20,20,3.33468093216055,-2.3686648058105,-0.120170946772496,0.00266791419264897,0.0756085460028961,0.326575483299922
KP1089_AC_CA20,KP1089_AC_CA20,AA,AC_CA20,CA,CA20,20,3.15381523594909,-2.33384741279431,-0.469272702957131,0.00392564367470304,0.00118505302737796,0.212361313375948
KP1093_LM_CA20,KP1093_LM_CA20,AL,LM_CA20,CA,CA20,20,-9.4808729912326,-0.59062947640869,0.0340318826026456,-0.0191055895687236,1.59605800309736,-0.095080120474171
KP1094_LM_CA20,KP1094_LM_CA20,AL,LM_CA20,CA,CA20,20,-9.92380382301105,-1.68373295921026,0.00499325993962854,-0.192718666589388,1.95271649155249,0.126938322542897
KP1095_HU_CA20,KP1095_HU_CA20,AL,HU_CA20,CA,CA20,20,-11.2630101889734,-2.04176145077898,0.0746603155045549,0.0744292452169534,-1.42214438665565,0.0292107272511495
KP1097_AC_CA20,KP1097_AC_CA20,AA,AC_CA20,CA,CA20,20,3.07993553329082,-2.35459226136451,-0.84364704505298,0.0182700162752104,0.0503760207882618,0.487859233427664
KP1101_LM_CA20,KP1101_LM_CA20,AL,LM_CA20,CA,CA20,20,-10.9644284353377,-2.01107560127702,0.0800679119376787,-0.0295243043154353,1.91692032289487,0.0284724525530865
KP1103_LM_CA20,KP1103_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.4088198841743,-2.06943228464907,0.0056226842992047,0.0765384526162435,-1.22927004158322,0.0112923640070625
KP1104_AC_CA20,KP1104_AC_CA20,AA,AC_CA20,CA,CA20,20,3.39890395982401,-2.35735923052926,-0.735319128148135,0.00334381707755222,0.033062057546245,0.48156937966912
KP1107_AC_CA20,KP1107_AC_CA20,AA,AC_CA20,CA,CA20,20,3.25701515836242,-2.37274565820233,-0.734826168216476,-0.032958934643069,0.0114137527425941,0.248252587897118
KP1115_AC_CA20,KP1115_AC_CA20,AA,AC_CA20,CA,CA20,20,3.38029040377001,-2.40881780697403,-0.273442352658269,-0.022461035554936,0.0541196969815164,0.515588462062621
KP1116_AC_CA20,KP1116_AC_CA20,AA,AC_CA20,CA,CA20,20,0.36124941327884,8.4704177997845,-0.162151804976228,1.53990001016813,0.110379906951633,0.00825310075459367
KP1118_LM_CA20,KP1118_LM_CA20,AL,LM_CA20,CA,CA20,20,-10.1375551484725,-1.87986606429422,-0.030687307748885,-0.142921732539984,-1.30516422320332,0.00931442442678554
KP1119_LM_CA20,KP1119_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.1145606993043,-2.0491799047227,0.0677535690172103,0.184788095211408,-1.16572178072738,-0.104211510569781
KP1120_AC_CA20,KP1120_AC_CA20,AA,AC_CA20,CA,CA20,20,3.39603267671947,-2.37248586500862,-0.605501005182603,-0.0332997377650196,-0.0254405620928118,0.396505424384552
KP1121_AC_CA20,KP1121_AC_CA20,AA,AC_CA20,CA,CA20,20,3.07912928370382,-1.87545914252936,3.33193010308107,0.0942267788551151,0.0538189077442576,0.0748862144304715
KP1123_LM_CA20,KP1123_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.1184262621529,-2.01818288961474,-0.0619172361644294,-0.222146251661939,2.79880483209764,-0.0353781195848106
KP1124_AC_CA20,KP1124_AC_CA20,AL,AC_CA20,CA,CA20,20,-11.3628369445596,-1.97987911376371,-0.0335824253206178,-0.201040901312437,-1.16929564777988,-0.0358102645525751
KP1125_AC_CA20,KP1125_AC_CA20,AA,AC_CA20,CA,CA20,20,3.43137026518672,-2.42636933236338,-0.441810107510203,-0.0324422768248766,0.00522311074047716,0.63308831483136
KP1126_LM_CA20,KP1126_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.4294828383271,-1.98788135429994,0.0708800332584229,0.00679287618589745,2.05509874935997,-0.0167292014048596
KP1128_AC_CA20,KP1128_AC_CA20,AA,AC_CA20,CA,CA20,20,3.38402304762965,-2.39508241527239,-0.492962381316095,-0.0345721284140809,0.0150143736890569,0.571262543008529
KP1132_AC_CA20,KP1132_AC_CA20,AA,AC_CA20,CA,CA20,20,2.86520830596308,-1.93042708311301,3.00635401610033,0.0759165214749236,0.0380503181680434,0.45081157182963
KP1133_LM_CA20,KP1133_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.2007425445697,-1.99838552927755,0.0100650501441066,0.232146265925091,-0.855993171680908,0.108914668902342
KP1134_AC_CA20,KP1134_AC_CA20,AA,AC_CA20,CA,CA20,20,3.38039867833188,-2.45223991452732,-0.660301271568134,-0.0272747136185145,0.0130220019731974,0.160549588285107
KP1135_AC_CA20,KP1135_AC_CA20,AA,AC_CA20,CA,CA20,20,3.11218193612001,-2.39191445888123,-0.366993565847876,0.0203737412844021,0.104420867701636,0.707049636066135
KP1137_AC_CA20,KP1137_AC_CA20,AA,AC_CA20,CA,CA20,20,3.13726158809543,-2.36649865659173,-0.629876385600947,0.0671121095313589,-0.0176825951928162,0.466772889153928
KP1139_LM_CA20,KP1139_LM_CA20,AA,LM_CA20,CA,CA20,20,3.42592601282955,-2.41831176328787,-0.726521819592287,-0.00211147658480898,0.00245515801912504,-0.0706759281659872
KP1140_AC_CA20,KP1140_AC_CA20,AA,AC_CA20,CA,CA20,20,2.5311680545363,-2.04991358928837,-0.561977784353735,0.0456006541792376,-0.0263356933006799,0.770647542535583
KP1141_AC_CA20,KP1141_AC_CA20,AA,AC_CA20,CA,CA20,20,2.4462352458088,-2.11971555343111,-0.497590741816463,-0.0543194058902577,-0.00556158727125473,0.429886793489909
KP1143_AC_CA20,KP1143_AC_CA20,AA,AC_CA20,CA,CA20,20,3.1526670090183,-2.27366431453062,-0.21463320958447,-0.0492465770520418,-0.0766391832191248,0.268138239349241
KP1144_LM_CA20,KP1144_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.0382853487484,-2.0133119599549,0.0165478847810191,-0.00518107524073658,-0.743573237937921,0.104656093442378
KP1147_AC_CA20,KP1147_AC_CA20,AA,AC_CA20,CA,CA20,20,2.30997863486788,-1.53781540738219,2.78305940874401,-0.00375529826011505,-0.0585044309582895,0.146194304817321
KP1148_AC_CA20,KP1148_AC_CA20,AA,AC_CA20,CA,CA20,20,3.43996584935786,-2.46249098898991,-0.411291651228401,-0.00373149571660737,0.0758041568196635,0.364422767168524
KP1149_AC_CA20,KP1149_AC_CA20,AA,AC_CA20,CA,CA20,20,2.56681856015861,-2.0940730968075,-0.396314419719152,0.0315356368673486,0.0511352317370749,0.571969378404154
KP1150_AC_CA20,KP1150_AC_CA20,AA,AC_CA20,CA,CA20,20,3.41847175719947,-2.39971318755123,-0.54433684245931,-0.0428820803793356,0.0223798198789905,0.356918848960605
KP1151_AC_CA20,KP1151_AC_CA20,AA,AC_CA20,CA,CA20,20,2.59224350482991,-2.09540651553418,-0.632989093042792,0.0307394217773974,0.00863701938034273,0.546890438863697
KP1153_UN_CA20,KP1153_UN_CA20,AH,UN_CA20,CA,CA20,20,0.278747943193678,8.53022842264022,-0.254852933631901,1.60322901243042,0.0384670342737555,-0.0327005723420965
KP1156_UN_CA20,KP1156_UN_CA20,AA,UN_CA20,CA,CA20,20,3.36364029189222,-2.4973322821379,-0.513839156087146,0.0628061151891629,-0.0140440741979578,1.13293135280761
KP1159_UN_CA20,KP1159_UN_CA20,AH,UN_CA20,CA,CA20,20,0.41760251522957,8.25054599251296,-0.206230978833915,1.25290857859607,-0.0169458880133311,-0.046543543159108
KP1160_UN_CA20,KP1160_UN_CA20,AL,UN_CA20,CA,CA20,20,-11.3436755580167,-2.11564075627041,0.0175724621411268,0.124670089680036,-1.31533332411832,0.11871441666014
KP1162_AC_CA20,KP1162_AC_CA20,AA,AC_CA20,CA,CA20,20,0.211041195381097,7.31553253783231,-0.00215025761063293,0.789624643605965,-0.0782178091248165,-0.047586923158249
KP1164_LM_CA20,KP1164_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.4961567744328,-1.94367821646692,-0.0480162264837191,0.0174760232239878,-1.21232531145668,-0.0198659755781728
KP1166_LM_CA20,KP1166_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.3384716294332,-2.01993564456257,0.034433892917844,-0.129026903218181,-0.954890412720804,-0.0240027486321542
KP1167_LM_CA20,KP1167_LM_CA20,AL,LM_CA20,CA,CA20,20,-11.0616428575705,-2.17646127402268,0.0759128239079661,-0.249405941701667,2.11398198935187,0.000753133603016258
KX0075_HU_SB10,KX0075_HU_SB10,AH,HU_SB10,SB,SB10,10-12,0.310890193472239,8.33169164814359,-0.0772115811753399,1.33139067421537,0.109185361747134,-0.0906319132487569
KX0330_LM_WP20,KX0330_LM_WP20,AL,LM_WP20,WP,WP20,20,-10.8896455180514,-1.94102983485818,0.0217772105496208,-0.0445691700412632,2.07292431696152,-0.00809906988289432
KX0743_AC_WP10,KX0743_AC_WP10,AA,AC_WP10,WP,WP10,10-12,3.45168438162817,-2.55055777132388,-0.284686643945646,0.0111913008292683,-0.0303120667536824,0.0262117932487359
KY0578_AC_WP20,KY0578_AC_WP20,AL,AC_WP20,WP,WP20,20,-10.9740560118472,-1.95606994554771,0.00954362964608554,0.151118990459209,-1.57108161095851,0.000536490472646299
NR4407_G1_CS50,NR4407_G1_CS50,AG,G1_CS50,SQ,CS50,50,-10.298219770986,-1.81072597320765,0.111654748772945,-0.106576952498285,1.33291229208656,-0.173708376935551
NR4671_L1_CS50,NR4671_L1_CS50,AL,L1_CS50,SQ,CS50,50,-11.2599647078518,-1.93684483478232,0.0233192488552112,-0.220306784316011,2.12795180333563,-0.0960178716377721
NR5050_L2_CS15,NR5050_L2_CS15,AL,L2_CS15,SQ,CS15,15,-10.7900106339079,-1.8947915818422,0.0315844470562902,0.11638338902479,-1.27059290126675,-0.0213529065643451
NR5053_L2_CS15,NR5053_L2_CS15,AL,L2_CS15,SQ,CS15,15,-11.1753459810427,-1.90870871408387,-0.061130208692347,0.0252487531224333,-0.970359361612161,0.0247368149862129
NR5242_L1_CK50,NR5242_L1_CK50,AL,L1_CK50,WP,CK50,50,-10.9212099302876,-1.92919523583524,0.00721468715711667,-0.28992854585726,2.76596865240401,0.0402062645411092
NR5533_L2_CR15,NR5533_L2_CR15,AL,L2_CR15,CR,CR15,15,-11.2405690466742,-2.10351771277645,-0.0423732862566287,0.164575399053528,-1.23336289018331,-0.00246181864322515
NR5534_L1_CR15,NR5534_L1_CR15,AL,L1_CR15,CR,CR15,15,-10.3992542398283,-2.12026126375315,-0.109179982879155,-0.17221918157063,2.26065371771087,0.0972461043040006
NR6262_G2_BR50,NR6262_G2_BR50,AG,G2_BR50,BR,BR50,50,-10.4175739041659,-1.90652294873213,0.10842344275027,0.0130872412336695,0.939700780754543,-0.26974766073151
